BJD_TDB,NormFlux,NormFluxError
2459737.84726,0.9813,0.0022
2459737.84792,0.9826,0.0023
2459737.84859,0.9919,0.0023
2459737.84925,0.9801,0.0023
2459737.84991,0.9883,0.0025
2459737.85057,0.9863,0.0024
2459737.85123,0.9893,0.0031
2459737.8519,0.9867,0.0034
2459737.85256,0.9842,0.0034
2459737.85322,0.9893,0.0033
2459737.85388,0.979,0.004
2459737.85455,0.9935,0.0044
2459737.85522,0.9942,0.0047
2459737.85588,0.984,0.0042
2459737.85655,0.9816,0.0049
2459737.85721,0.9939,0.0053
2459737.85788,0.9839,0.0028
2459737.85854,0.9874,0.0027
2459737.85921,0.9831,0.0028
2459737.85987,0.9879,0.0025
2459737.86054,0.9882,0.0024
2459737.8612,0.9887,0.0026
2459737.86186,0.9909,0.0028
2459737.86252,0.9894,0.0041
2459737.86319,0.984,0.0063
2459737.86385,0.9851,0.0054
2459737.86518,0.9897,0.01
2459737.86717,0.9803,0.0086
2459737.86783,0.9814,0.005
2459737.8685,0.9895,0.0055
2459737.86983,0.9838,0.0104
2459737.8705,0.9878,0.0085
2459737.87183,0.9857,0.0044
2459737.8725,0.9825,0.0038
2459737.87316,0.9839,0.0036
2459737.87383,0.9922,0.0038
2459737.8745,0.9934,0.004
2459737.87516,0.9819,0.0045
2459737.87583,0.9877,0.0038
2459737.87649,0.9894,0.0029
2459737.87715,0.9851,0.0027
2459737.87781,0.9837,0.0026
2459737.87848,0.9878,0.003
2459737.87914,0.982,0.0027
2459737.8798,0.9858,0.0028
2459737.88046,0.9819,0.0024
2459737.88113,0.9866,0.0024
2459737.88179,0.9841,0.0024
2459737.88246,0.9845,0.0025
2459737.88312,0.9864,0.0023
2459737.88379,0.9823,0.0022
2459737.88445,0.9857,0.0024
2459737.88512,0.988,0.0027
2459737.88579,0.9815,0.0031
2459737.88645,0.9901,0.0034
2459737.88712,0.9844,0.0031
2459737.88778,0.9846,0.0025
2459737.88844,0.9787,0.0022
2459737.8891,0.9804,0.0022
2459737.88976,0.982,0.0021
2459737.89043,0.9866,0.0021
2459737.8911,0.9854,0.0021
2459737.89176,0.9835,0.0021
2459737.89242,0.984,0.0021
2459737.89308,0.9849,0.0021
2459737.89374,0.982,0.0021
2459737.89441,0.9798,0.0021
2459737.89507,0.9817,0.0021
2459737.89574,0.9838,0.0021
2459737.8964,0.9859,0.0021
2459737.89706,0.9829,0.0021
2459737.89773,0.9841,0.0021
2459737.89839,0.9821,0.0022
2459737.89906,0.9843,0.0021
2459737.89972,0.9853,0.0021
2459737.90039,0.9824,0.0021
2459737.90105,0.9803,0.0021
2459737.90171,0.9863,0.0022
2459737.90238,0.9859,0.0022
2459737.90305,0.9871,0.0022
2459737.90371,0.9823,0.0024
2459737.90437,0.9856,0.0025
2459737.90504,0.9884,0.0027
2459737.9057,0.9874,0.0028
2459737.90637,0.9906,0.0037
2459737.90703,0.9877,0.0038
2459737.9077,0.9877,0.0037
2459737.90836,0.9824,0.0044
2459737.90902,0.9851,0.0046
2459737.90969,0.9839,0.0053
2459737.91035,0.9904,0.0056
2459737.91102,0.9838,0.0051
2459737.91168,0.9864,0.0051
2459737.91234,0.9846,0.0048
2459737.913,0.9849,0.0043
2459737.91366,0.9888,0.0041
2459737.91433,0.9837,0.0042
2459737.91499,0.9804,0.0035
2459737.91566,0.9819,0.003
2459737.91632,0.9898,0.0029
2459737.91698,0.9866,0.0027
2459737.91765,0.9934,0.0024
2459737.91831,0.9885,0.0023
2459737.91897,0.9892,0.0022
2459737.91964,0.9851,0.0022
2459737.9203,0.9896,0.0022
2459737.92096,0.9876,0.0022
2459737.92163,0.9829,0.0022
2459737.9223,0.9881,0.0022
2459737.92297,0.983,0.0022
2459737.92363,0.9852,0.0023
2459737.92429,0.9875,0.0023
2459737.92495,0.9832,0.0023
2459737.92561,0.9877,0.0023
2459737.92628,0.9914,0.0023
2459737.92694,0.9865,0.0023
2459737.9276,0.9931,0.0024
2459737.92826,0.9934,0.0024
2459737.92893,0.9931,0.0024
2459737.9296,0.9889,0.0024
2459737.93027,0.9977,0.0025
2459737.93093,0.9867,0.0024
2459737.93159,0.9974,0.0026
2459737.93226,0.9912,0.0026
2459737.93292,0.9958,0.0026
2459737.93358,0.9988,0.0026
2459737.93425,1.002,0.0026
2459737.93491,0.9996,0.0027
2459737.93557,0.9966,0.0026
2459737.93623,1.0017,0.0026
2459737.9369,0.9998,0.0027
2459737.93756,0.997,0.0026
2459737.93822,0.9982,0.0026
2459737.93955,1.002,0.0026
2459737.94021,0.9989,0.0025
2459737.94088,0.9986,0.0025
2459737.94154,0.9998,0.0025
2459737.9422,1.0039,0.0025
2459737.94286,1.0009,0.0024
2459737.94353,0.9968,0.0024
2459737.9442,0.9983,0.0024
2459737.94487,0.9961,0.0024
2459737.94553,1.0025,0.0024
2459737.94619,0.9996,0.0024
2459737.94685,0.9961,0.0024
2459737.94751,0.9981,0.0024
2459737.94818,0.9972,0.0024
2459737.94884,0.9999,0.0024
2459737.9495,0.9996,0.0024
2459737.95016,0.9988,0.0024
2459737.95083,0.9951,0.0024
2459737.95149,0.9997,0.0025
2459737.95215,1.0003,0.0025
2459737.95281,0.9931,0.0024
2459737.95348,1.001,0.0025
2459737.95414,0.9994,0.0024
2459737.95481,0.997,0.0024
2459737.95547,0.9998,0.0025
2459737.95613,1.0006,0.0025
2459737.95679,0.9983,0.0025
2459737.95746,1.0003,0.0025
2459737.95812,0.9991,0.0025
2459737.95879,0.9959,0.0025
2459737.96011,0.9985,0.0025
2459737.96078,0.9976,0.0025
2459737.96144,0.9964,0.0025
2459737.96211,0.9996,0.0025
2459737.96278,0.9932,0.0025
2459737.96344,0.9994,0.0026
2459737.96411,0.9995,0.0025
