BJD_TDB,NormFlux,NormFluxError
2459687.88457,0.9656,0.007
2459687.88525,0.9874,0.0065
2459687.88593,0.9646,0.0079
2459687.88661,0.9794,0.0061
2459687.8873,0.975,0.0063
2459687.88798,0.9867,0.0061
2459687.88866,0.97,0.0059
2459687.88934,0.9792,0.006
2459687.89003,0.9884,0.0056
2459687.89071,0.9835,0.0054
2459687.89139,0.9693,0.0049
2459687.89208,0.9794,0.0049
2459687.89276,0.9783,0.0049
2459687.89344,0.9857,0.005
2459687.89412,0.9864,0.005
2459687.89481,0.982,0.005
2459687.89549,0.9792,0.005
2459687.89617,0.977,0.005
2459687.89685,0.9791,0.0049
2459687.89822,0.9829,0.005
2459687.8989,0.9818,0.005
2459687.89959,0.9811,0.0049
2459687.90027,0.9867,0.005
2459687.90095,0.9792,0.0049
2459687.90164,0.9804,0.0054
2459687.90232,0.9757,0.0051
2459687.90368,0.9835,0.0057
2459687.90573,0.985,0.0078
2459687.90641,0.971,0.0056
2459687.9071,0.982,0.0051
2459687.90846,0.9823,0.0062
2459687.90983,0.988,0.008
2459687.91051,0.9779,0.0085
2459687.91119,0.9889,0.0105
2459687.91187,0.976,0.0066
2459687.91256,0.9828,0.0058
2459687.91324,0.9763,0.0115
2459687.91392,0.9783,0.0072
2459687.91529,0.9789,0.0097
2459687.91597,0.9803,0.0072
2459687.91666,0.9972,0.009
2459687.91802,0.9822,0.0105
2459687.9187,0.9762,0.0089
2459687.91939,0.9874,0.0082
2459687.92007,0.9794,0.0086
2459687.92075,0.9781,0.0074
2459687.92143,0.9824,0.0066
2459687.92212,0.9841,0.0094
2459687.9228,0.9815,0.0116
2459687.92348,0.975,0.01
2459687.92417,0.9762,0.0069
2459687.92485,0.9856,0.0082
2459687.92553,0.9789,0.0082
2459687.9269,0.9791,0.0091
2459687.92758,0.9797,0.0077
2459687.92826,0.983,0.0069
2459687.92894,0.9749,0.0074
2459687.92963,0.9862,0.0072
2459687.93031,0.979,0.0072
2459687.93099,0.9849,0.0068
2459687.93167,0.9847,0.0072
2459687.93236,0.9959,0.0065
2459687.93304,0.9747,0.0053
2459687.93372,0.9866,0.0059
2459687.9344,0.9826,0.0053
2459687.93509,0.9735,0.0068
2459687.93577,0.9891,0.0059
2459687.93645,0.9738,0.0055
2459687.93714,0.9962,0.0051
2459687.93782,0.9896,0.0048
2459687.9385,0.9841,0.0052
2459687.93919,0.9887,0.0047
2459687.93987,0.9797,0.0046
2459687.94056,0.9805,0.0046
2459687.94124,0.9914,0.0054
2459687.94192,0.9952,0.0058
2459687.9426,0.9836,0.0059
2459687.94329,0.984,0.0064
2459687.94397,0.9769,0.0078
2459687.94465,0.9891,0.0082
2459687.94533,0.9988,0.0088
2459687.94602,0.9818,0.0102
2459687.9467,0.9845,0.0099
2459687.94807,0.9767,0.009
2459687.94875,0.9902,0.0089
2459687.94943,0.9948,0.0083
2459687.95011,0.9937,0.0085
2459687.95148,0.9914,0.0092
2459687.95216,0.9948,0.0084
2459687.95284,0.9847,0.0077
2459687.95353,0.995,0.0075
2459687.95421,0.9973,0.0072
2459687.95489,0.9971,0.0063
2459687.95558,0.9899,0.0063
2459687.95626,0.9969,0.0056
2459687.95694,1.0006,0.0048
2459687.95762,0.9964,0.0046
2459687.95831,1.0072,0.0047
2459687.95899,0.9992,0.0046
2459687.95967,0.9973,0.0046
2459687.96035,1.0046,0.0047
2459687.96104,0.9937,0.0046
2459687.96172,1.0049,0.0047
2459687.9624,0.9999,0.0046
2459687.96309,1.0039,0.0047
2459687.96377,0.9996,0.0047
2459687.96445,1.0086,0.0047
2459687.96513,1.003,0.0047
2459687.96582,0.9942,0.0046
2459687.9665,0.9965,0.0046
2459687.96718,1.0009,0.0047
2459687.96786,0.9884,0.0046
2459687.96855,0.9973,0.0046
2459687.96923,0.9974,0.0046
2459687.96991,0.9942,0.0046
2459687.97059,1.0006,0.0047
2459687.97128,1.0088,0.0047
2459687.97196,0.9983,0.0047
2459687.97264,1.0056,0.0047
2459687.97332,1.0078,0.0047
2459687.97401,0.9996,0.0047
2459687.97469,0.9968,0.0047
2459687.97537,0.9994,0.0047
2459687.97606,1.0008,0.0047
2459687.97674,1.0013,0.0047
2459687.9781,1.0017,0.0047
2459687.97879,1.001,0.0047
2459687.97947,0.9982,0.0047
2459687.98016,1.0101,0.0048
2459687.98084,0.9956,0.0047
2459687.98152,1.0073,0.0048
2459687.9822,0.9946,0.0047
2459687.98289,1.0012,0.0048
2459687.98357,1.004,0.0048
2459687.98425,1.0015,0.0048
2459687.98493,0.9945,0.0048
2459687.98562,1.003,0.0049
2459687.9863,1.0017,0.0049
2459687.98699,0.9982,0.005
2459687.98767,1.0025,0.005
2459687.98836,0.9987,0.0051
2459687.98904,0.9971,0.0051
2459687.98972,0.9933,0.0052
2459687.99041,1.0056,0.0054
2459687.99109,0.9905,0.0052
2459687.99177,0.9922,0.0053
2459687.99245,1.0006,0.0055
2459687.99314,0.9935,0.0054
2459687.99382,0.9903,0.0054
2459687.9945,0.9957,0.0055
