System,Orbit number,T_mid,Uncertainty (days),Time System,#,Reference
WASP-012,-1014.0,2455903.81357,0.00032,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-999.0,2455920.18422,0.00031,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-996.0,2455923.4585,0.00022,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-975.0,2455946.37823,0.00018,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-974.0,2455947.47015,0.00017,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-973.0,2455948.56112,0.00033,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-970.0,2455951.83534,0.00011,BJD_TDB,1,2020AJ….159..150P; 2014AJ….147..161S
WASP-012,-969.0,2455952.9272,0.0001,BJD_TDB,1,2020AJ….159..150P; 2014AJ….147..161S
WASP-012,-963.0,2455959.47543,0.00017,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-962.0,2455960.56686,0.00032,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-953.0,2455970.38941,0.00039,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-952.0,2455971.48111,0.00035,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-942.0,2455982.39509,0.00034,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-941.0,2455983.48695,0.00035,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-940.0,2455984.57797,0.00032,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-939.0,2455985.66975,0.00042,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-929.0,2455996.58378,0.00037,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-921.0,2456005.31533,0.00037,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-920.0,2456006.40637,0.00031,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-701.0,2456245.42729,0.00033,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-697.0,2456249.79404,0.00039,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-675.0,2456273.80514,0.0003,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-667.0,2456282.53584,0.0003,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-665.0,2456284.71857,0.0003,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-653.0,2456297.81605,0.0003,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-649.0,2456302.18179,0.00046,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-646.0,2456305.45536,0.00024,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-633.0,2456319.64424,0.00038,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-625.0,2456328.37556,0.00027,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-624.0,2456329.46733,0.00029,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-372.0,2456604.50489,0.00021,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-371.0,2456605.59624,0.0003,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-370.0,2456606.6876,0.00033,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-369.0,2456607.77938,0.00071,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-349.0,2456629.60726,0.00019,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-348.0,2456630.69917,0.00043,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-326.0,2456654.71047,0.00034,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-322.0,2456659.07598,0.00034,BJD_TDB,1,2020AJ….159..150P; 2015ApJ…814...66K
WASP-012,-319.0,2456662.35014,0.00019,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-318.0,2456663.44136,0.00019,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-317.0,2456664.53256,0.00031,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-308.0,2456674.3556,0.00028,BJD_TDB,1,2020AJ….159..150P; 2015ApJ…814...66K
WASP-012,-305.0,2456677.63039,0.00032,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,-295.0,2456688.54384,0.0004,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-290.0,2456694.00161,0.00029,BJD_TDB,1,2020AJ….159..150P; 2015ApJ…814...66K
WASP-012,-281.0,2456703.82417,0.00029,BJD_TDB,1,2020AJ….159..150P; 2015ApJ…814...66K
WASP-012,-274.0,2456711.46415,0.00025,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-267.0,2456719.10428,0.00034,BJD_TDB,1,2020AJ….159..150P; 2015ApJ...814...66K
WASP-012,-265.0,2456721.28692,0.00034,BJD_TDB,1,2020AJ….159..150P; 2015ApJ…814...66K
WASP-012,-264.0,2456722.37807,0.00046,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,-22.0,2456986.50195,0.00043,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,0.0,2457010.51298,0.00039,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,2.0,2457012.69617,0.00049,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,32.0,2457045.43831,0.00046,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,33.0,2457046.53019,0.00049,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,45.0,2457059.62713,0.00035,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,46.0,2457060.71839,0.00036,BJD_TDB,1,2020AJ….159..150P; 2017AJ….153...78C
WASP-012,52.0,2457067.26715,0.00022,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,53.0,2457068.35834,0.0002,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,85.0,2457103.28423,0.00031,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,307.0,2457345.57867,0.00042,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,348.0,2457390.32708,0.00033,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,349.0,2457391.41818,0.00033,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,381.0,2457426.34324,0.00055,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,382.0,2457427.43496,0.00023,BJD_TDB,1,2020AJ….159..150P; 2016A&A…588L...6M
WASP-012,606.0,2457671.91324,0.00035,BJD_TDB,1,2020AJ….159..150P; 2017AJ….154....4P
WASP-012,638.0,2457706.83791,0.00037,BJD_TDB,1,2020AJ….159..150P; 2017AJ….154....4P
WASP-012,692.0,2457765.77515,0.00028,BJD_TDB,1,2020AJ….159..150P; 2017AJ….154....4P
WASP-012,693.0,2457766.86633,0.00039,BJD_TDB,1,2020AJ….159..150P; 2017AJ….154....4P
WASP-012,702.0,2457776.68869,0.00029,BJD_TDB,1,2020AJ….159..150P; 2017AJ….154....4P
WASP-012,706.0,2457781.05418,0.00043,BJD_TDB,1,2020AJ....159..150P
WASP-012,706.0,2457781.05566,0.00036,BJD_TDB,1,2020AJ....159..150P
WASP-012,713.0,2457788.69464,0.00048,BJD_TDB,1,2020AJ….159..150P; 2017AJ….154....4P
WASP-012,724.0,2457800.69978,0.00032,BJD_TDB,1,2020AJ….159..150P; 2017AJ….154....4P
WASP-012,1055.0,2458161.95964,0.00026,BJD_TDB,1,2020AJ....159..150P
WASP-012,1055.0,2458161.95991,0.00035,BJD_TDB,1,2020AJ....159..150P
WASP-012,1056.0,2458163.05125,0.00021,BJD_TDB,1,2020AJ....159..150P
WASP-012,1056.0,2458163.05089,0.00034,BJD_TDB,1,2020AJ....159..150P
WASP-012,1679.0,2458843.00469,0.0004936,BJD_TDB,1,2022ApJS..259...62I
WASP-012,1680.0,2458844.09668,0.00046,BJD_TDB,1,2022AJ....163..175W
WASP-012,1681.0,2458845.18772,0.00042,BJD_TDB,1,2022AJ....163..175W
WASP-012,1682.0,2458846.27969,0.00053,BJD_TDB,1,2022AJ....163..175W
WASP-012,1683.0,2458847.37086,0.00049,BJD_TDB,1,2022AJ....163..175W
WASP-012,1684.0,2458848.46246,0.00047,BJD_TDB,1,2022AJ....163..175W
WASP-012,1685.0,2458849.55305,0.00045,BJD_TDB,1,2022AJ....163..175W
WASP-012,1686.0,2458850.645,0.00054,BJD_TDB,1,2022AJ....163..175W
WASP-012,1687.0,2458851.73597,0.00054,BJD_TDB,1,2022AJ....163..175W
WASP-012,1688.0,2458852.82816,0.00044,BJD_TDB,1,2022AJ....163..175W
WASP-012,1689.0,2458853.91929,0.00045,BJD_TDB,1,2022AJ....163..175W
WASP-012,1693.0,2458858.28489,0.0005448,BJD_TDB,1,2022ApJS..259...62I
WASP-012,1694.0,2458859.37709,0.00049,BJD_TDB,1,2022AJ....163..175W
WASP-012,1695.0,2458860.46813,0.00045,BJD_TDB,1,2022AJ....163..175W
WASP-012,1696.0,2458861.55807,0.00047,BJD_TDB,1,2022AJ....163..175W
WASP-012,1697.0,2458862.65051,0.00055,BJD_TDB,1,2022AJ....163..175W
WASP-012,1698.0,2458863.74202,0.00058,BJD_TDB,1,2022AJ....163..175W
WASP-012,1699.0,2458864.83386,0.00049,BJD_TDB,1,2022AJ....163..175W
WASP-012,1700.0,2458865.9243,0.00047,BJD_TDB,1,2022AJ....163..175W
WASP-012,1701.0,2458867.01609,0.00051,BJD_TDB,1,2022AJ....163..175W
WASP-012,1702.0,2458868.10758,0.00043,BJD_TDB,1,2022AJ....163..175W
WASP-012,2258.0,2459474.93462,0.00046,BJD_TDB,1,2022AJ....163..175W
WASP-012,2259.0,2459476.02746,0.00056,BJD_TDB,1,2022AJ....163..175W
WASP-012,2260.0,2459477.11831,0.0005,BJD_TDB,1,2022AJ....163..175W
WASP-012,2261.0,2459478.20904,0.0004852,BJD_TDB,1,2022ApJS..259...62I
WASP-012,2262.0,2459479.30082,0.00047,BJD_TDB,1,2022AJ....163..175W
WASP-012,2263.0,2459480.39281,0.00048,BJD_TDB,1,2022AJ....163..175W
WASP-012,2264.0,2459481.48348,0.00051,BJD_TDB,1,2022AJ....163..175W
WASP-012,2265.0,2459482.57475,0.00049,BJD_TDB,1,2022AJ....163..175W
WASP-012,2266.0,2459483.6669,0.00051,BJD_TDB,1,2022AJ....163..175W
WASP-012,2267.0,2459484.7583,0.00048,BJD_TDB,1,2022AJ....163..175W
WASP-012,2270.0,2459488.03344,0.00046,BJD_TDB,1,2022AJ....163..175W
WASP-012,2271.0,2459489.12326,0.00051,BJD_TDB,1,2022AJ....163..175W
WASP-012,2272.0,2459490.21514,0.00042,BJD_TDB,1,2022AJ....163..175W
WASP-012,2273.0,2459491.30624,0.00048,BJD_TDB,1,2022AJ....163..175W
WASP-012,2274.0,2459492.39827,0.00051,BJD_TDB,1,2022AJ....163..175W
WASP-012,2275.0,2459493.48919,0.00043,BJD_TDB,1,2022AJ....163..175W
WASP-012,2276.0,2459494.58116,0.00052,BJD_TDB,1,2022AJ....163..175W
WASP-012,2277.0,2459495.6726,0.00047,BJD_TDB,1,2022AJ....163..175W
WASP-012,2278.0,2459496.76348,0.00049,BJD_TDB,1,2022AJ....163..175W
WASP-012,2279.0,2459497.85522,0.0004935,BJD_TDB,1,2022ApJS..259...62I
WASP-012,2282.0,2459501.12937,0.00051,BJD_TDB,1,2022AJ....163..175W
WASP-012,2283.0,2459502.22115,0.00043,BJD_TDB,1,2022AJ....163..175W
WASP-012,2284.0,2459503.31271,0.00045,BJD_TDB,1,2022AJ....163..175W
WASP-012,2285.0,2459504.4035,0.00047,BJD_TDB,1,2022AJ....163..175W
WASP-012,2286.0,2459505.49468,0.00059,BJD_TDB,1,2022AJ....163..175W
WASP-012,2287.0,2459506.5862,0.00051,BJD_TDB,1,2022AJ....163..175W
WASP-012,2288.0,2459507.67798,0.00045,BJD_TDB,1,2022AJ....163..175W
WASP-012,2289.0,2459508.76993,0.00048,BJD_TDB,1,2022AJ....163..175W
WASP-012,2290.0,2459509.86066,0.00045,BJD_TDB,1,2022AJ....163..175W
WASP-012,2291.0,2459510.95217,0.00056,BJD_TDB,1,2022AJ....163..175W
WASP-012,2295.0,2459515.31724,0.00049,BJD_TDB,1,2022AJ....163..175W
WASP-012,2296.0,2459516.40891,0.00053,BJD_TDB,1,2022AJ....163..175W
WASP-012,2297.0,2459517.50098,0.0006,BJD_TDB,1,2022AJ....163..175W
WASP-012,2298.0,2459518.59247,0.00048,BJD_TDB,1,2022AJ....163..175W
WASP-012,2299.0,2459519.68224,0.00057,BJD_TDB,1,2022AJ....163..175W
WASP-012,2301.0,2459521.86571,0.00042,BJD_TDB,1,2022AJ....163..175W
WASP-012,2302.0,2459522.95725,0.00057,BJD_TDB,1,2022AJ....163..175W
WASP-012,2303.0,2459524.04947,0.00039,BJD_TDB,1,2022AJ....163..175W
WASP-012,2306.0,2459527.32351,0.00043,BJD_TDB,1,2022AJ....163..175W
WASP-012,2307.0,2459528.41517,0.00054,BJD_TDB,1,2022AJ....163..175W
WASP-012,2308.0,2459529.50671,0.00055,BJD_TDB,1,2022AJ....163..175W
WASP-012,2309.0,2459530.59839,0.00057,BJD_TDB,1,2022AJ....163..175W
WASP-012,2310.0,2459531.68987,0.00052,BJD_TDB,1,2022AJ....163..175W
WASP-012,2311.0,2459532.78034,0.00048,BJD_TDB,1,2022AJ....163..175W
WASP-012,2312.0,2459533.87187,0.00054,BJD_TDB,1,2022AJ....163..175W
WASP-012,2313.0,2459534.96448,0.00046,BJD_TDB,1,2022AJ....163..175W
WASP-012,2314.0,2459536.05478,0.00052,BJD_TDB,1,2022AJ....163..175W
WASP-012,2315.0,2459537.14683,0.00055,BJD_TDB,1,2022AJ....163..175W
WASP-012,2318.0,2459540.42054,0.00047,BJD_TDB,1,2022AJ....163..175W
WASP-012,2319.0,2459541.51151,0.00041,BJD_TDB,1,2022AJ....163..175W
WASP-012,2320.0,2459542.60447,0.00048,BJD_TDB,1,2022AJ....163..175W
WASP-012,2321.0,2459543.69504,0.00046,BJD_TDB,1,2022AJ....163..175W
WASP-012,2323.0,2459545.87708,0.00049,BJD_TDB,1,2022AJ....163..175W
WASP-012,2324.0,2459546.96868,0.00044,BJD_TDB,1,2022AJ....163..175W
WASP-012,2325.0,2459548.06099,0.00055,BJD_TDB,1,2022AJ....163..175W
WASP-012,2326.0,2459549.15196,0.00049,BJD_TDB,1,2022AJ....163..175W
WASP-012,2327.0,2459550.2437,0.00054,BJD_TDB,1,2022AJ....163..175W
WASP-012,2387.0,2459615.72734,0.00045,BJD_TDB,1,This Work
WASP-012,2388.0,2459616.81976,0.00038,BJD_TDB,1,This Work
