BJD_TDB,NormFlux,NormFluxError
2459615.77465,1.0125,0.0011
2459615.77526,1.0164,0.0011
2459615.77588,1.0164,0.0011
2459615.77649,1.0178,0.0011
2459615.7771,1.0182,0.0011
2459615.77772,1.0181,0.0011
2459615.77833,1.0192,0.0011
2459615.77894,1.0188,0.0011
2459615.77956,1.0173,0.0011
2459615.78017,1.0178,0.0011
2459615.78078,1.021,0.0011
2459615.78139,1.0223,0.0011
2459615.78201,1.0213,0.0011
2459615.78262,1.0219,0.0011
2459615.78323,1.0218,0.0011
2459615.78385,1.0243,0.0011
2459615.78446,1.0231,0.0011
2459615.78508,1.0266,0.0011
2459615.78569,1.0277,0.0011
2459615.7863,1.0263,0.0011
2459615.78692,1.0249,0.0011
2459615.78753,1.0274,0.0011
2459615.78814,1.0275,0.0011
2459615.78875,1.0287,0.0011
2459615.78937,1.0262,0.0011
2459615.78998,1.0283,0.0011
2459615.79059,1.0262,0.0011
2459615.79121,1.0304,0.0011
2459615.79182,1.0306,0.0011
2459615.79243,1.0283,0.0011
2459615.79305,1.0298,0.0012
2459615.79366,1.0265,0.0012
2459615.79427,1.0296,0.0012
2459615.79489,1.0309,0.0012
2459615.7955,1.0287,0.0012
2459615.79612,1.0255,0.0011
2459615.79673,1.0266,0.0011
2459615.79734,1.0209,0.0012
2459615.79796,1.0328,0.0012
2459615.79857,1.0287,0.0011
2459615.79918,1.0288,0.0011
2459615.7998,1.0308,0.0011
2459615.80041,1.0261,0.0011
2459615.80102,1.0278,0.0011
2459615.80164,1.0283,0.0011
2459615.80225,1.0294,0.0011
2459615.80286,1.0291,0.0011
2459615.80348,1.0277,0.0011
2459615.80409,1.0261,0.0011
2459615.8047,1.0284,0.0011
2459615.80531,1.0296,0.0011
2459615.80593,1.0292,0.0011
2459615.80654,1.034,0.0012
2459615.80716,1.0203,0.0013
2459615.80777,1.0248,0.0011
2459615.80838,1.0313,0.0012
2459615.809,1.0279,0.0011
2459615.80961,1.0361,0.0012
2459615.81022,1.0315,0.0012
2459615.81084,1.0274,0.0012
2459615.81145,1.0285,0.0011
2459615.81206,1.0249,0.0011
2459615.81268,1.0285,0.0011
2459615.81329,1.0281,0.0011
2459615.8139,1.0243,0.0011
2459615.81452,1.0267,0.0012
2459615.81513,1.0284,0.0013
2459615.81574,1.0242,0.0013
2459615.81636,1.0253,0.0012
2459615.81697,1.0276,0.0012
2459615.81758,1.0234,0.0013
2459615.8182,1.0283,0.0012
2459615.81881,1.0263,0.0012
2459615.81942,1.0249,0.0012
2459615.82004,1.0291,0.0012
2459615.82065,1.0267,0.0011
2459615.82126,1.0281,0.0011
2459615.82188,1.0249,0.0011
2459615.82249,1.0272,0.0012
2459615.8231,1.0286,0.0012
2459615.82372,1.0276,0.0012
2459615.82433,1.0222,0.0013
2459615.82494,1.0263,0.0014
2459615.82556,1.0212,0.0014
2459615.82617,1.0294,0.0013
2459615.82678,1.0288,0.0016
2459615.8274,1.0246,0.0018
2459615.82801,1.0278,0.0017
2459615.82862,1.0336,0.0015
2459615.82923,1.0278,0.0016
2459615.82985,1.0301,0.0013
2459615.83046,1.0288,0.0014
2459615.83169,1.0306,0.0021
2459615.8323,1.0239,0.0019
2459615.83292,1.0273,0.002
2459615.83353,1.025,0.002
2459615.83476,1.0264,0.0022
2459615.83537,1.0191,0.0015
2459615.83598,1.0305,0.0013
2459615.8366,1.0232,0.0013
2459615.83721,1.0241,0.0015
2459615.83782,1.0225,0.0018
2459615.83844,1.0182,0.002
