BJD_TDB,NormFlux,NormFluxError
2459616.79473,0.9871,0.0011
2459616.79534,0.9888,0.0011
2459616.79595,0.9808,0.0011
2459616.79657,0.9871,0.0011
2459616.79718,0.9882,0.0011
2459616.79779,0.9861,0.0011
2459616.7984,0.9814,0.0011
2459616.79902,0.986,0.0011
2459616.79963,0.9856,0.0011
2459616.80024,0.9877,0.0011
2459616.80086,0.9841,0.0011
2459616.80147,0.9851,0.0011
2459616.80208,0.9874,0.0011
2459616.8027,0.9854,0.0011
2459616.80331,0.9863,0.0011
2459616.80392,0.9853,0.0011
2459616.80454,0.984,0.0011
2459616.80515,0.9865,0.0011
2459616.80576,0.9868,0.0011
2459616.80638,0.9862,0.0011
2459616.80699,0.9864,0.0011
2459616.8076,0.987,0.0011
2459616.80822,0.9853,0.0011
2459616.80883,0.9835,0.0011
2459616.80944,0.9854,0.0011
2459616.81006,0.9881,0.0011
2459616.81067,0.9849,0.0011
2459616.81128,0.9832,0.0011
2459616.8119,0.9857,0.0011
2459616.81251,0.9867,0.0011
2459616.81312,0.9842,0.0011
2459616.81374,0.9854,0.0011
2459616.81435,0.985,0.0011
2459616.83028,0.9865,0.0011
2459616.83089,0.9846,0.0011
2459616.83151,0.9896,0.0011
2459616.83212,0.9862,0.0011
2459616.83273,0.9862,0.0012
2459616.83335,0.9859,0.0012
2459616.83396,0.9844,0.0011
2459616.83457,0.9871,0.0011
2459616.83519,0.9832,0.0011
2459616.8358,0.9868,0.0011
2459616.83641,0.9875,0.0011
2459616.83703,0.9847,0.0012
2459616.83764,0.9869,0.0012
2459616.83825,0.9881,0.0012
2459616.83887,0.9872,0.0012
2459616.83948,0.9888,0.0011
2459616.84009,0.9835,0.0012
2459616.84071,0.9843,0.0012
2459616.84132,0.986,0.0011
2459616.84193,0.9866,0.0012
2459616.84255,0.9862,0.0012
2459616.84316,0.9905,0.0011
2459616.84377,0.9839,0.0011
2459616.84439,0.9876,0.0012
2459616.845,0.9859,0.0012
2459616.84562,0.9873,0.0011
2459616.84623,0.9878,0.0012
2459616.84684,0.987,0.0012
2459616.84746,0.9873,0.0012
2459616.84807,0.9852,0.0011
2459616.84868,0.9871,0.0012
2459616.8493,0.9857,0.0012
2459616.84991,0.9875,0.0013
2459616.85052,0.9862,0.0012
2459616.85114,0.989,0.0012
2459616.85175,0.9893,0.0012
2459616.85236,0.9873,0.0012
2459616.85298,0.9859,0.0012
2459616.85359,0.9904,0.0012
2459616.8542,0.9857,0.0012
2459616.85482,0.9854,0.0012
2459616.85543,0.9886,0.0013
2459616.85604,0.989,0.0013
2459616.85666,0.9894,0.0014
2459616.85727,0.9912,0.0013
2459616.85788,0.987,0.0012
2459616.85849,0.9888,0.0012
2459616.85911,0.9908,0.0013
2459616.85972,0.9872,0.0012
2459616.86033,0.9922,0.0011
2459616.86095,0.9893,0.0012
2459616.86156,0.9876,0.0011
2459616.86218,0.9887,0.0011
2459616.86279,0.988,0.0011
2459616.8634,0.9871,0.0011
2459616.86402,0.9912,0.0011
2459616.86463,0.9898,0.0011
2459616.86524,0.9911,0.0011
2459616.86586,0.9911,0.0011
2459616.86647,0.9896,0.0011
2459616.86708,0.9882,0.0011
2459616.8677,0.992,0.0011
2459616.86831,0.9913,0.0011
2459616.86892,0.9921,0.0011
2459616.86954,0.9911,0.0012
2459616.87015,0.9943,0.0011
2459616.87076,0.9948,0.0012
2459616.87138,0.9945,0.0012
2459616.87199,0.9935,0.0011
2459616.8726,0.9938,0.0011
2459616.87321,0.9994,0.0011
2459616.87383,0.9984,0.0012
2459616.87444,0.9949,0.0012
2459616.87506,0.9957,0.0011
2459616.87567,1.001,0.0012
2459616.87628,0.9974,0.0012
2459616.87689,0.9977,0.0012
2459616.87751,0.9973,0.0012
2459616.87812,1.0026,0.0012
2459616.87873,1.0024,0.0012
2459616.87935,1.001,0.0012
2459616.87996,0.9995,0.0012
2459616.88058,1.0026,0.0012
2459616.88119,1.002,0.0012
2459616.8818,1.0008,0.0012
2459616.88242,1.0008,0.0012
2459616.88303,1.008,0.0013
2459616.88364,1.0032,0.0012
2459616.88426,1.0025,0.0012
2459616.88487,1.0017,0.0012
2459616.88548,1.0034,0.0013
2459616.8861,0.9995,0.0012
2459616.88671,1.0038,0.0012
2459616.88732,1.0005,0.0013
2459616.88794,0.9995,0.0013
2459616.88855,0.9986,0.0012
2459616.88916,0.9997,0.0013
2459616.88978,1.0007,0.0012
2459616.89039,1.0008,0.0012
2459616.891,1.0044,0.0013
2459616.89162,1.0076,0.0014
2459616.89223,1.0028,0.0012
2459616.89284,1.0025,0.0012
2459616.89346,1.0068,0.0012
2459616.89407,1.0043,0.0013
2459616.89468,1.0027,0.0015
2459616.8953,1.0026,0.0015
2459616.89591,1.0026,0.0014
2459616.89652,1.004,0.0015
2459616.89714,1.0006,0.0012
2459616.89775,1.0023,0.0012
2459616.89836,0.9974,0.0012
2459616.89898,1.0041,0.0012
2459616.89959,1.0022,0.0012
2459616.9002,0.9998,0.0012
2459616.90082,1.0027,0.0012
2459616.90143,1.0032,0.0012
2459616.90204,1.0077,0.0012
2459616.90266,0.9995,0.0012
2459616.90388,1.0056,0.0012
2459616.9045,1.0011,0.0012
2459616.90511,1.0035,0.0012
2459616.90572,1.0025,0.0012
2459616.90634,1.0051,0.0012
2459616.90695,1.0039,0.0012
2459616.90756,1.0088,0.0012
2459616.90817,1.0048,0.0012
2459616.90879,1.0041,0.0012
2459616.9094,1.0025,0.0012
2459616.91001,0.9995,0.0012
2459616.91063,1.0005,0.0012
2459616.91124,1.0028,0.0012
2459616.91185,0.9976,0.0012
2459616.91247,0.9967,0.0012
2459616.91308,1.0013,0.0012
2459616.91369,1.0029,0.0012
2459616.91431,1.0,0.0012
2459616.91492,1.0061,0.0012
