BJD_TDB,NormFlux,NormFluxError
2459759.82106,0.9889,0.0012
2459759.82172,0.9884,0.0012
2459759.82238,0.9905,0.0012
2459759.82304,0.9888,0.0012
2459759.8237,0.9889,0.0012
2459759.82436,0.9891,0.0012
2459759.82502,0.9866,0.0012
2459759.82568,0.9881,0.0012
2459759.82634,0.9863,0.0012
2459759.827,0.9838,0.0012
2459759.82766,0.9882,0.0012
2459759.82832,0.9846,0.0012
2459759.82898,0.9888,0.0012
2459759.82964,0.9858,0.0012
2459759.8303,0.9852,0.0012
2459759.83096,0.9871,0.0012
2459759.83162,0.9854,0.0012
2459759.83228,0.984,0.0012
2459759.83294,0.9854,0.0011
2459759.8336,0.9846,0.0012
2459759.83426,0.9861,0.0012
2459759.83492,0.9857,0.0011
2459759.83558,0.9857,0.0012
2459759.83624,0.9845,0.0011
2459759.8369,0.9871,0.0012
2459759.83756,0.9858,0.0012
2459759.83822,0.9872,0.0012
2459759.83888,0.988,0.0012
2459759.83954,0.9846,0.0011
2459759.8402,0.9865,0.0012
2459759.84086,0.9867,0.0012
2459759.84152,0.987,0.0012
2459759.84218,0.9874,0.0012
2459759.84284,0.9851,0.0011
2459759.8435,0.9843,0.0011
2459759.84416,0.9859,0.0012
2459759.84482,0.9851,0.0012
2459759.84548,0.9856,0.0011
2459759.84614,0.9858,0.0011
2459759.8468,0.9854,0.0011
2459759.84746,0.9883,0.0012
2459759.84812,0.9839,0.0011
2459759.84878,0.9868,0.0012
2459759.84944,0.986,0.0011
2459759.8501,0.9872,0.0011
2459759.85076,0.984,0.0011
2459759.85142,0.9872,0.0011
2459759.85208,0.9868,0.0011
2459759.85274,0.9857,0.0012
2459759.85339,0.9831,0.0011
2459759.85405,0.9848,0.0011
2459759.85472,0.9875,0.0011
2459759.85538,0.9859,0.0011
2459759.85604,0.9855,0.0011
2459759.8567,0.9859,0.0011
2459759.85736,0.9862,0.0011
2459759.85802,0.9874,0.0011
2459759.85868,0.9868,0.0011
2459759.85934,0.9873,0.0011
2459759.86,0.9859,0.0011
2459759.86065,0.985,0.0011
2459759.86131,0.9861,0.0011
2459759.86197,0.9867,0.0012
2459759.86263,0.9839,0.0011
2459759.86329,0.986,0.0011
2459759.86395,0.9856,0.0012
2459759.86461,0.9885,0.0012
2459759.86527,0.9904,0.0012
2459759.86593,0.9856,0.0012
2459759.86659,0.988,0.0012
2459759.86725,0.9888,0.0012
2459759.86791,0.9873,0.0012
2459759.86857,0.9847,0.0012
2459759.86923,0.9886,0.0012
2459759.86989,0.9839,0.0012
2459759.87055,0.9867,0.0012
2459759.87122,0.9866,0.0012
2459759.87188,0.988,0.0012
2459759.87254,0.9854,0.0012
2459759.8732,0.9895,0.0012
2459759.87386,0.9857,0.0012
2459759.87452,0.9894,0.0012
2459759.87518,0.9898,0.0012
2459759.87584,0.9882,0.0012
2459759.8765,0.9886,0.0012
2459759.87716,0.9938,0.0012
2459759.87782,0.986,0.0012
2459759.87848,0.9869,0.0012
2459759.87914,0.9898,0.0012
2459759.8798,0.9915,0.0012
2459759.88046,0.9927,0.0012
2459759.88112,0.9875,0.0012
2459759.88178,0.9896,0.0012
2459759.88244,0.9884,0.0012
2459759.8831,0.9908,0.0012
2459759.88376,0.9868,0.0012
2459759.88441,0.9906,0.0012
2459759.88507,0.9911,0.0012
2459759.88573,0.9909,0.0012
2459759.88639,0.9911,0.0012
2459759.88705,0.9866,0.0012
2459759.88771,0.9853,0.0012
2459759.88837,0.9909,0.0012
2459759.88903,0.9913,0.0012
2459759.88969,0.9922,0.0012
2459759.89035,0.9912,0.0012
2459759.89101,0.9932,0.0012
2459759.89167,0.9932,0.0012
2459759.89233,0.9923,0.0012
2459759.89299,0.9931,0.0012
2459759.89365,0.9971,0.0012
2459759.89431,0.9996,0.0012
2459759.89497,0.9976,0.0012
2459759.89564,0.9975,0.0012
2459759.89629,1.0001,0.0012
2459759.89695,0.9996,0.0012
2459759.89761,1.0012,0.0012
2459759.89827,0.9981,0.0012
2459759.89893,0.9987,0.0012
2459759.89959,0.9964,0.0012
2459759.90025,0.997,0.0012
2459759.90091,1.0002,0.0012
2459759.90157,0.9999,0.0012
2459759.90223,0.9971,0.0011
2459759.9029,1.0,0.0011
2459759.90355,0.9973,0.0011
2459759.90421,0.9974,0.0011
2459759.90487,0.9975,0.0011
2459759.90553,0.9982,0.0012
2459759.90619,0.9972,0.0011
2459759.90685,0.9977,0.0011
2459759.90751,0.9972,0.0011
2459759.90817,1.0016,0.0011
2459759.90883,0.9986,0.0011
2459759.90949,0.9957,0.0011
2459759.91015,0.9995,0.0011
2459759.91081,0.9932,0.0011
2459759.91147,0.9972,0.0011
2459759.91213,1.0007,0.0011
2459759.91279,0.9962,0.0011
2459759.91345,0.9961,0.0011
2459759.91411,0.9997,0.0011
2459759.91477,0.9966,0.0011
2459759.91543,0.9993,0.0011
2459759.91609,0.9957,0.0011
2459759.91675,0.9966,0.0012
2459759.91741,0.9995,0.0011
2459759.91807,0.9967,0.0011
2459759.91873,0.9962,0.0011
2459759.91939,0.9976,0.0011
2459759.92005,0.9956,0.0011
2459759.92071,1.0001,0.0011
2459759.92137,0.9981,0.0011
2459759.92203,0.9983,0.0011
2459759.92269,0.9985,0.0011
2459759.92335,0.9995,0.0011
2459759.92401,0.9979,0.0011
2459759.92467,0.9978,0.0012
2459759.92533,0.9969,0.0011
2459759.92599,0.9979,0.0011
2459759.92665,0.996,0.0011
2459759.92731,0.9956,0.0011
2459759.92797,0.996,0.0011
2459759.92863,0.9954,0.0011
2459759.92929,0.9951,0.0011
2459759.92995,0.9985,0.0011
2459759.93061,0.9962,0.0011
2459759.93127,0.9959,0.0011
2459759.93193,0.9977,0.0011
2459759.93259,0.9963,0.0011
2459759.93325,0.9959,0.0011
2459759.93391,0.9954,0.0011
2459759.93457,0.9969,0.0011
2459759.93523,0.9955,0.0011
2459759.93589,0.9978,0.0011
2459759.93655,0.9972,0.0011
2459759.93787,0.9975,0.0011
2459759.93853,1.0,0.0011
2459759.93919,0.9979,0.0011
2459759.93985,0.9988,0.0011
2459759.94051,0.9979,0.0011
2459759.94117,0.9981,0.0011
2459759.94182,0.9944,0.0011
2459759.94248,0.9966,0.0011
2459759.94314,0.9952,0.0011
2459759.94381,0.9957,0.0011
2459759.94447,0.9961,0.0011
2459759.94513,0.9949,0.0011
2459759.94579,0.9975,0.0011
2459759.94645,0.9984,0.0011
2459759.9471,0.9946,0.0011
2459759.94776,0.9959,0.0011
2459759.94842,0.994,0.0011
